wikidata_id,lat,lon,region,beru_dev,tier
Q1294802,36.254594,36.883517,Europe,0.04634943333333345,B
Q1391947,36.31666667,36.9,Europe,0.045800000000000084,B
Q1524909,36.385553,36.688927,Europe,0.04716423333333329,B
Q1721075,36.36666667,36.9,Europe,0.045800000000000084,B
Q1722579,36.3525,36.93611111,Europe,0.04459629633333341,B
Q1740567,36.33944444,36.94277778,Europe,0.044374074000000034,B
Q1807968,36.459361,36.852083,Europe,0.04739723333333336,B
Q2136628,36.29277778,36.98944444,Europe,0.04281851866666671,B
Q16124734,36.42457,36.89343,Europe,0.04601899999999996,B
Q16128072,36.4,36.866667,Europe,0.046911100000000046,B
Q20420286,36.29307,36.79884,Europe,0.04917200000000009,B
Q66204303,36.2975,36.9081,Europe,0.04553000000000012,B
Q96373280,36.305833333,36.887222222,Europe,0.046225925933333425,B
Q107407019,36.310722222,36.830138888,Europe,0.048128703733333354,B
Q109606151,36.29867,36.9631,Europe,0.04369666666666679,B
Q109716678,36.323078,36.893291,Europe,0.04602363333333344,B
Q109716687,36.475704,36.933303,Europe,0.04468989999999996,B
Q109716684,36.462838,36.917198,Europe,0.0452267333333334,B
Q109896173,36.275337,36.909538,Europe,0.04548206666666678,B
Q109896703,36.319168,36.847488,Europe,0.04755040000000009,B
Q555201,34.5505,38.2687,Arab States,0.00017666666666661668,A++
