# owtrad_routes.csv — OWTRAD Silk Road route network (edge list)
# DO NOT HAND-EDIT. Regenerate: python3 data/scripts/fetch_owtrad_silk_road.py
# Generated: 2026-04-27T04:51:52Z
# Source: Ciolek, T.M. (2004+). OWTRAD Project. www.ciolek.com/owtrad.html
# Datasets attempted: tmcXMEm1400, tmcTRm1200a, tmcTRm1200b, tmcTRm1300, tmcIRa0100, tmcIRa0500, tmcZCAm0200, tmcZCAm0600, tmcZCAm0800, tmcZCAm1000, tmcZCAm1000a, tmcTMm1100, tmcTJm0400a, tmcTJm0400b, tmcKGa0100a, tmcKGa0100b, tmcKGa0100c, tmcKGa0100e, tmcZMEm1300, tmcINm1550, tmcCNm1000, tmcCNm0620, tmcCNm0680a, tmcCNm0680b, tmcCNm0680c, tmcCNm1500, tmcCNm1700, tmcCNm1850, tmcCNm1920, tmcKHm1200, tmcKGa0100d
# Licence: Open Publication License v1.0
# N = 1946 edges
dataset,lon1,lat1,lon2,lat2,node1,node2,country1,country2
tmcZCAm1000,104.066673,30.666668,108.935547,34.260277,Ch'eng-tu,Ch'ang-an,CN,CN
tmcZCAm1000,78.433334,41.433334,80.233330,41.250000,Bedel Pass,Aksu,CN/KG,CN
tmcZCAm1000,78.433334,41.433334,78.400000,42.483000,Bedel Pass,Przeval'sk,CN/KG,CN
tmcZCAm1000,54.439167,36.828056,54.666668,38.333332,Gurgan,Dahistan,IR,TM
tmcZCAm1000,59.166668,42.316666,54.666668,38.333332,Gurganj,Dahistan,IR,TM
tmcZCAm1000,78.433334,41.433334,76.199997,42.466667,loc01-tmc040121,loc02-tmc040121,KG,KG
tmcZCAm1000,76.199997,42.466667,75.333300,42.733300,loc02-tmc040121,Balasaghun,KG,KG
tmcZCAm1000a,76.949997,43.250000,81.349998,43.900002,Alma-Ata,Yining,KZ,CN
tmcZCAm1000a,81.349998,43.900002,86.033333,44.299999,Yining,Shihezi,CN,CN
tmcZCAm1000a,86.033333,44.299999,87.583336,43.799999,Shihezi,Urumqi,CN,CN
tmcZCAm1000a,87.583336,43.799999,91.599998,43.466667,Urumqi,loc07-tmc010205,CN,CN
tmcZCAm1000a,91.599998,43.466667,93.449997,42.799999,loc07-tmc010205,Hami,CN,CN
tmcZCAm1000a,93.449997,42.799999,94.683334,40.166668,Hami,Dunhuang,CN,CN
tmcZCAm1000a,94.683334,40.166668,98.300003,39.816666,Dunhuang,Jiayuguan,CN,CN
tmcZCAm1000a,98.300003,39.816666,100.449997,38.933334,Jiayuguan,Zhangye,CN,CN
tmcZCAm1000a,102.800003,37.966667,106.686111,35.539165,Wuwei,Pingliang,CN,CN
tmcZCAm1000a,106.686111,35.539165,108.935547,34.260277,Pingliang,Xian,CN,CN
tmcZCAm1000a,103.792221,36.056389,104.620003,35.583332,Lanzhou,Dingxi,CN,CN
tmcZCAm1000a,104.620003,35.583332,106.686111,35.539165,Dingxi,Pingliang,CN,CN
tmcZCAm1000a,100.449997,38.933334,101.766670,36.616669,Zhangye,Xining,CN,CN
tmcZCAm1000a,102.833344,36.333332,103.792221,36.056389,loc01-tmc010507,Lanzhou,CN,CN
tmcZCAm1000a,102.833344,36.333332,105.717499,34.583611,loc01-tmc010507,Tianshui,CN,CN
tmcZCAm1000a,105.717499,34.583611,107.158058,34.383057,Tianshui,Baoji,CN,CN
tmcZCAm1000a,107.158058,34.383057,108.935547,34.260277,Baoji,Xian,CN,CN
tmcZCAm1000a,91.599998,43.466667,89.100000,42.917000,loc07-tmc010205,Turpan,CN,CN
tmcZCAm1000a,88.000000,39.033333,85.533333,38.133331,Ruoqiang,Qiemo,CN,CN
tmcZCAm1000a,85.533333,38.133331,79.916600,37.116600,Qiemo,Hetian,CN,CN
tmcZCAm1000a,79.916600,37.116600,77.433334,37.900002,Hetian,Yecheng,CN,CN
tmcZCAm1000a,77.433334,37.900002,76.033000,39.483000,Yecheng,Kashi,CN,CN
tmcZCAm1000a,76.033000,39.483000,73.250000,39.733334,Kashi,loc08-tmc010205,CN,KG
tmcZCAm1000a,76.033000,39.483000,75.233330,37.783333,Kashi,Taxkorgan,CN,CN
tmcZCAm1000a,74.599998,42.900002,80.233330,41.250000,loc01-tmc010206,Aksu,KG,CN
tmcZCAm1000a,101.766670,36.616669,102.833344,36.333332,Xining,loc01-tmc010507,CN,CN
tmcTMm1100,51.447498,33.983612,50.881390,34.644169,Kashan,loc01-tmc070101,IR,IR
tmcTMm1100,50.881390,34.644169,51.417000,35.583000,loc01-tmc070101,frk01-tmc070101,IR,IR
tmcTMm1100,51.417000,35.583000,52.908900,35.823600,frk01-tmc070101,loc02-tmc070101,IR,IR
tmcTMm1100,52.908900,35.823600,53.058600,36.567800,loc02-tmc070101,loc03-tmc070101,IR,IR
tmcTMm1100,53.058600,36.567800,54.113300,36.791700,loc03-tmc070101,loc04-tmc070101,IR,IR
tmcTMm1100,54.113300,36.791700,54.439167,36.828056,loc04-tmc070101,Churchan,IR,IR
tmcTMm1100,52.340557,35.222221,53.406387,35.575279,loc05-tmc070101,loc06-tmc070101,IR,IR
tmcTMm1100,53.406387,35.575279,54.349167,36.171112,loc06-tmc070101,loc07-tmc070101,IR,IR
tmcTMm1100,54.349167,36.171112,54.235600,36.428900,loc07-tmc070101,loc08-tmc070101,IR,IR
tmcTMm1100,54.235600,36.428900,54.439167,36.828056,loc08-tmc070101,Churchan,IR,IR
tmcTMm1100,54.439167,36.828056,54.745300,38.132800,Churchan,Madau,IR,TM
tmcTMm1100,54.745300,38.132800,54.666668,38.333332,Madau,Dehistan,TM,TM
tmcTMm1100,54.666668,38.333332,55.516900,39.243100,Dehistan,loc09-tmc070101,TM,TM
tmcTMm1100,55.516900,39.243100,57.441122,40.536543,loc09-tmc070101,frk02-tmc070101,TM,TM
tmcTMm1100,57.441122,40.536543,58.499390,41.065033,frk02-tmc070101,frk03-tmc070101,TM,TM
tmcTMm1100,58.499390,41.065033,59.166668,42.316666,frk03-tmc070101,Gurganch,TM,TM
tmcTMm1100,54.439167,36.828056,56.050000,39.033300,Churchan,Ferava,IR,TM
tmcTMm1100,56.050000,39.033300,57.441122,40.536543,Ferava,frk02-tmc070101,TM,TM
tmcTMm1100,57.433333,38.600000,58.499390,41.065033,Yazir,frk03-tmc070101,TM,TM
tmcTMm1100,58.195000,37.966667,59.166668,42.316666,Nisa,Gurganch,TM,TM
tmcTMm1100,58.195000,37.966667,58.509700,37.106900,Nisa,loc10-tmc070101,TM,IR
tmcTMm1100,58.509700,37.106900,58.817000,36.217000,loc10-tmc070101,Nishapur,IR,IR
tmcTMm1100,55.516900,39.243100,56.050000,39.033300,loc09-tmc070101,Ferava,TM,TM
tmcTMm1100,56.050000,39.033300,57.433333,38.600000,Ferava,Yazir,TM,TM
tmcTMm1100,57.433333,38.600000,58.195000,37.966667,Yazir,Nisa,TM,TM
tmcTMm1100,58.195000,37.966667,58.528600,37.798300,Nisa,Stan Gatar,TM,TM
tmcTMm1100,58.528600,37.798300,59.176350,37.669114,Stan Gatar,Kufen,TM,TM
tmcTMm1100,59.176350,37.669114,59.450000,37.460000,Kufen,Abiverd,TM,TM
tmcTMm1100,59.450000,37.460000,60.409700,36.877200,Abiverd,Meane,TM,TM
tmcTMm1100,60.409700,36.877200,61.213900,36.523100,Meane,Serakhs,TM,TM
tmcTMm1100,59.450000,37.460000,59.433300,37.350000,Abiverd,loc23-tmc070101,TM,TM
tmcTMm1100,59.433300,37.350000,58.923300,37.243900,loc23-tmc070101,loc11-tmc070101,TM,TM
tmcTMm1100,58.923300,37.243900,58.509700,37.106900,loc11-tmc070101,loc10-tmc070101,TM,TM
tmcTMm1100,58.817000,36.217000,59.448900,35.964700,Nishapur,frk04-tmc070101,IR,IR
tmcTMm1100,59.448900,35.964700,59.598610,36.305000,frk04-tmc070101,Meshked,IR,IR
tmcTMm1100,59.598610,36.305000,61.213900,36.523100,Meshked,Serakhs,IR,TM
tmcTMm1100,61.213900,36.523100,61.333713,36.681470,Serakhs,Nadjara,TM,TM
tmcTMm1100,61.333713,36.681470,61.397883,37.016190,Nadjara,Ustiturmagak,TM,TM
tmcTMm1100,61.397883,37.016190,61.401205,37.310933,Ustiturmagak,Tilsitana,TM,TM
tmcTMm1100,61.401205,37.310933,61.345353,37.391933,Tilsitana,Dandanakan,TM,TM
tmcTMm1100,61.345353,37.391933,61.805531,37.552140,Dandanakan,Genugird,TM,TM
tmcTMm1100,61.805531,37.552140,62.166668,37.616669,Genugird,Merv,TM,TM
tmcTMm1100,59.448900,35.964700,58.700800,34.338900,frk04-tmc070101,loc12-tmc070101,IR,IR
tmcTMm1100,58.700800,34.338900,58.302800,34.121400,loc12-tmc070101,loc13-tmc070101,IR,IR
tmcTMm1100,58.302800,34.121400,57.502500,33.295800,loc13-tmc070101,loc14-tmc070101,IR,IR
tmcTMm1100,57.502500,33.295800,57.528300,32.386700,loc14-tmc070101,loc15-tmc070101,IR,IR
tmcTMm1100,57.528300,32.386700,57.044400,31.810300,loc15-tmc070101,loc16-tmc070101,IR,IR
tmcTMm1100,57.044400,31.810300,56.814700,31.272200,loc16-tmc070101,loc17-tmc070101,IR,IR
tmcTMm1100,56.814700,31.272200,57.079445,30.292778,loc17-tmc070101,Kerman,IR,IR
tmcTMm1100,54.349167,36.171112,55.016666,36.416668,loc07-tmc070101,loc18-tmc070101,IR,IR
tmcTMm1100,55.016666,36.416668,55.654400,36.418900,loc18-tmc070101,loc19-tmc070101,IR,IR
tmcTMm1100,55.654400,36.418900,56.381100,36.362200,loc19-tmc070101,loc20-tmc070101,IR,IR
tmcTMm1100,56.381100,36.362200,57.671944,36.219723,loc20-tmc070101,loc21-tmc070101,IR,IR
tmcTMm1100,57.671944,36.219723,58.040300,36.403300,loc21-tmc070101,loc22-tmc070101,IR,IR
tmcTMm1100,58.040300,36.403300,58.817000,36.217000,loc22-tmc070101,Nishapur,IR,IR
tmcTMm1100,62.166668,37.616669,62.253531,37.896905,Merv,Kushmeikhan,TM,TM
tmcTMm1100,62.253531,37.896905,62.661220,38.016201,Kushmeikhan,Divab,TM,TM
tmcTMm1100,62.661220,38.016201,62.773079,38.175127,Divab,Takhmalaj,TM,TM
tmcTMm1100,62.773079,38.175127,62.872318,38.280429,Takhmalaj,Mansaf,TM,TM
tmcTMm1100,62.872318,38.280429,62.996401,38.418688,Mansaf,Airtam,TM,TM
tmcTMm1100,62.996401,38.418688,63.178100,38.561100,Airtam,Al-Ahsa,TM,TM
tmcTMm1100,63.178100,38.561100,63.288174,38.776765,Al-Ahsa,Osman Well,TM,TM
tmcTMm1100,63.288174,38.776765,63.405976,38.893519,Osman Well,Akir,TM,TM
tmcTMm1100,63.405976,38.893519,63.566666,39.099998,Akir,Amul,TM,TM
tmcTMm1100,62.166668,37.616669,62.142235,37.844109,Merv,Pashan,TM,TM
tmcTMm1100,62.142235,37.844109,62.130320,37.923146,Pashan,Hurmuzfarra,TM,TM
tmcTMm1100,62.130320,37.923146,62.112432,38.039049,Hurmuzfarra,Abdanganch,TM,TM
tmcTMm1100,62.112432,38.039049,62.137981,38.204670,Abdanganch,Rabat Serob,TM,TM
tmcTMm1100,62.137981,38.204670,62.131100,38.297200,Rabat Serob,Tarkhan,TM,TM
tmcTMm1100,62.131100,38.297200,62.121248,38.538139,Tarkhan,Rabat Suran,TM,TM
tmcTMm1100,62.121248,38.538139,62.048346,38.747039,Rabat Suran,Shah Khak,TM,TM
tmcTMm1100,62.048346,38.747039,62.080711,39.034989,Shah Khak,Chah Sahibi,TM,TM
tmcTMm1100,62.080711,39.034989,62.156259,39.324897,Chah Sahibi,Chah Horun,TM,TM
tmcTMm1100,62.156259,39.324897,62.268484,39.552808,Chah Horun,Rabat Nushgird,TM,TM
tmcTMm1100,62.268484,39.552808,62.522567,39.781849,Rabat Nushgird,Sangrabad,TM,TM
tmcTMm1100,63.566666,39.099998,63.420116,39.233693,Amul,Viza,TM,TM
tmcTMm1100,63.420116,39.233693,63.013413,39.300124,Viza,Mardush,TM,TM
tmcTMm1100,63.013413,39.300124,62.921100,39.543100,Mardush,Ispas,TM,TM
tmcTMm1100,62.921100,39.543100,62.522567,39.781849,Ispas,Sangrabad,TM,TM
tmcTMm1100,62.522567,39.781849,62.366700,40.083300,Sangrabad,Dayakhatyn,TM,TM
tmcTMm1100,62.366700,40.083300,62.418933,40.010576,Dayakhatyn,Rabat Takhiria,TM,TM
tmcTMm1100,62.418933,40.010576,62.352565,40.288741,Rabat Takhiria,Rabat Budina,TM,TM
tmcTMm1100,62.352565,40.288741,62.166700,40.483300,Rabat Budina,Dargan,TM,TM
tmcTMm1100,62.166700,40.483300,62.000000,40.766700,Dargan,Chigirbend,TM,TM
tmcTMm1100,62.000000,40.766700,61.933300,41.050000,Chigirbend,Duldul Atlagan,TM,TM
tmcTMm1100,61.933300,41.050000,61.666700,41.200000,Duldul Atlagan,Sadvar,TM,TM
tmcTMm1100,61.666700,41.200000,61.369229,41.123796,Sadvar,loc24-tmc070101,TM,TM
tmcTMm1100,61.369229,41.123796,61.074200,41.319400,loc24-tmc070101,Hazarasp,TM,TM
tmcTMm1100,61.074200,41.319400,60.316700,41.683300,Hazarasp,Kyat,TM,TM
tmcTMm1100,60.316700,41.683300,59.166668,42.316666,Kyat,Gurganch,TM,TM
tmcTMm1100,61.074200,41.319400,60.366669,41.400002,Hazarasp,Khiva,TM,TM
tmcTMm1100,60.366669,41.400002,60.316700,41.683300,Khiva,Kyat,TM,TM
tmcTMm1100,60.366669,41.400002,59.166668,42.316666,Khiva,Gurganch,TM,TM
tmcTJm0400a,74.250000,39.799999,74.500000,40.233334,loc01-tmc040922,loc02-tmc040922,CN,KG
tmcTJm0400a,74.500000,40.233334,73.300003,40.766666,loc02-tmc040922,loc03-tmc040922,KG,KG
tmcTJm0400a,73.300003,40.766666,72.800003,40.533333,loc03-tmc040922,Osh,KG,KG
tmcTJm0400a,72.366669,40.750000,70.949997,40.500000,loc04-tmc040922,Kokand,UZ,UZ
tmcTJm0400a,70.949997,40.500000,70.633331,40.116669,Kokand,Isfara,UZ,TJ
tmcTJm0400a,70.633331,40.116669,70.416700,40.283300,Isfara,Kanibadam,TJ,TJ
tmcTJm0400a,70.416700,40.283300,69.616669,40.283333,Kanibadam,Khodgent,TJ,TJ
tmcTJm0400a,69.616669,40.283333,69.250000,40.116700,Khodgent,Kurkat,TJ,TJ
tmcTJm0400a,69.250000,40.116700,69.016670,39.916668,Kurkat,Ura-tube,TJ,TJ
tmcTJm0400a,69.016670,39.916668,68.816700,39.783300,Ura-Tube,Budginant,TJ,TJ
tmcTJm0400a,69.016670,39.916668,68.400002,39.966667,Ura-Tube,loc05-tmc040922,TJ,UZ
tmcTJm0400a,68.400002,39.966667,67.833336,40.099998,loc05-tmc040922,loc06-tmc040922,TJ,UZ
tmcTJm0400a,68.816700,39.783300,68.550000,39.550000,Budginant,Shakhristan Pass,TJ,TJ
tmcTJm0400a,68.550000,39.550000,68.533300,39.383300,Shakhristan Pass,Varzminor,TJ,TJ
tmcTJm0400a,68.533300,39.383300,67.616669,39.483334,Varzminor,Pendgikent,TJ,TK
tmcTJm0400a,68.533300,39.383300,68.650000,39.166700,Varzminor,Zeravshan,TJ,TJ
tmcTJm0400a,68.650000,39.166700,68.833300,39.166700,Zeravshan,Anzob,TJ,TJ
tmcTJm0400a,68.833300,39.166700,68.833300,39.083300,Anzob,Anzob Pass,TJ,TJ
tmcTJm0400a,68.833300,39.083300,68.816700,38.766700,Anzob Pass,Varzob,TJ,TJ
tmcTJm0400a,68.816700,38.766700,68.773331,38.561111,Varzob,Dushanbe,TJ,TJ
tmcTJm0400a,67.266670,37.233334,67.900000,38.266700,Termez,Dinau,UZ,TJ
tmcTJm0400a,67.900000,38.266700,68.233300,38.500000,Dinau,Tursun-zade,TJ,TJ
tmcTJm0400a,68.233300,38.500000,68.551400,38.524700,Tursun-zade,Hissar,TJ,TJ
tmcTJm0400a,68.551400,38.524700,68.773331,38.561111,Hissar,Dushanbe,TJ,TJ
tmcTJm0400a,68.773331,38.561111,68.830600,38.574200,Dushanbe,Karategin,TJ,TJ
tmcTJm0400a,68.830600,38.574200,69.019700,38.553100,Karategin,Kofarnighon,TJ,TJ
tmcTJm0400a,69.019700,38.553100,69.066700,38.533300,Kofarnighon,Andigon,TJ,TJ
tmcTJm0400a,69.066700,38.533300,69.316700,38.516700,Andigon,Faizabad,TJ,TJ
tmcTJm0400a,69.316700,38.516700,69.962200,38.866900,Faizabad,loc32-tmc040922,TJ,TJ
tmcTJm0400a,69.962200,38.866900,70.379444,39.024167,loc32-tmc040922,Garm,TJ,TJ
tmcTJm0400a,70.379444,39.024167,71.200000,39.216700,Garm,Jirgital,TJ,TJ
tmcTJm0400a,71.200000,39.216700,72.183334,39.549999,Jirgital,Daraut-Kurgan,TJ,KG
tmcTJm0400a,72.183334,39.549999,73.250000,39.733334,Daraut-Kurgan,loc07-tmc040922,KG,KG
tmcTJm0400a,68.773331,38.561111,69.180600,38.421400,Dushanbe,Chormagzak,TJ,TJ
tmcTJm0400a,69.180600,38.421400,69.350000,38.383300,Chormagzak,Tamilot,TJ,TJ
tmcTJm0400a,69.350000,38.383300,69.238300,38.190000,Tamilot,Sharshar,TJ,TJ
tmcTJm0400a,69.238300,38.190000,69.366700,37.816700,Sharshar,Burban,TJ,TJ
tmcTJm0400a,69.366700,37.816700,69.557800,37.777800,Burban,Khulbuk,TJ,TJ
tmcTJm0400a,69.557800,37.777800,69.766700,37.916700,Khulbuk,Kulob,TJ,TJ
tmcTJm0400a,69.557800,37.777800,69.966700,38.350000,Kulob,Munk,TJ,TJ
tmcTJm0400a,69.966700,38.350000,70.483300,38.690300,Munk,Tavildara,TJ,TJ
tmcTJm0400a,69.557800,37.777800,69.533300,37.600000,Khulbuk,Saied,TJ,TJ
tmcTJm0400a,69.533300,37.600000,69.401700,37.492200,Saied,Parkhar,TJ,TJ
tmcTJm0400a,69.401700,37.492200,69.099998,37.233334,Parkhar,loc08-tmc040922,TJ,TJ
tmcTJm0400a,69.099998,37.233334,68.666700,37.333300,loc08-tmc040922,Kovbandge,TJ,TJ
tmcTJm0400a,68.666700,37.333300,68.666700,37.583300,Kovbandge,Khalovard,TJ,TJ
tmcTJm0400a,68.666700,37.333300,68.133300,37.266700,Kovbandge,Shartuz,TJ,TJ
tmcTJm0400a,68.666700,37.583300,68.783333,37.833332,Khalovard,Levkand,TJ,TJ
tmcTJm0400a,68.666700,37.583300,68.133300,37.583300,Khalovard,Kobadian,TJ,TJ
tmcTJm0400a,68.133300,37.583300,68.133300,37.266700,Kobadian,Shartuz,TJ,TJ
tmcTJm0400a,68.133300,37.266700,67.266670,37.233334,Shartuz,Termez,TJ,UZ
tmcTJm0400a,67.266670,37.233334,66.598300,37.392500,Termez,loc09-tmc040922,UZ,UZ
tmcTJm0400a,68.666700,37.333300,68.866669,36.716667,Kovbandge,Kunduz,TJ,AF
tmcTJm0400a,66.900000,36.750000,68.866669,36.716667,Balkh,Kunduz,AF,AF
tmcTJm0400a,68.866669,36.716667,70.104200,36.806400,Kunduz,loc10-tmc040922,AF,AF
tmcTJm0400a,70.104200,36.806400,70.566666,37.099998,loc10-tmc040922,Faizabad,AF,AF
tmcTJm0400a,70.566666,37.099998,71.466700,37.550000,Faizabad,Barpandgia,AF,AF
tmcTJm0400a,70.566666,37.099998,70.883300,37.000000,Faizabad,loc11-tmc040922,AF,AF
tmcTJm0400a,70.883300,37.000000,71.348300,36.529400,loc11-tmc040922,Zebak,AF,AF
tmcTJm0400a,71.348300,36.529400,71.611700,36.727200,Zebak,Ishkashim,AF,TJ
tmcTJm0400a,71.555800,37.491700,71.450000,37.183300,Khorog,Kukhilal,TJ,TJ
tmcTJm0400a,71.450000,37.183300,71.611700,36.727200,Kukhilal,Ishkashim,TJ,TJ
tmcTJm0400a,71.611700,36.727200,72.374200,37.061100,Ishkashim,Vrang,TJ,TJ
tmcTJm0400a,72.374200,37.061100,72.672800,37.051700,Vrang,Langar,TJ,TJ
tmcTJm0400a,72.672800,37.051700,73.449997,36.983334,Langar,loc12-tmc040922,TJ,AF
tmcTJm0400a,73.449997,36.983334,74.000000,37.133300,loc12-tmc040922,loc13-tmc040922,AF,AF
tmcTJm0400a,74.000000,37.133300,74.808600,37.469400,loc13-tmc040922,loc14-tmc040922,AF,TJ
tmcTJm0400a,74.808600,37.469400,74.828300,37.533600,loc14-tmc040922,loc31-tmc040922,TJ,TJ
tmcTJm0400a,74.828300,37.533600,74.766700,37.616700,loc31-tmc040922,loc15-tmc040922,TJ,TJ
tmcTJm0400a,74.766700,37.616700,74.900000,37.600000,loc15-tmc040922,loc16-tmc040922,TJ,TJ
tmcTJm0400a,74.900000,37.600000,75.233330,37.783333,loc16-tmc040922,Tashkurgan,TJ,TJ
tmcTJm0400a,75.449997,36.866669,74.666700,36.333300,loc17-tmc040922,loc18-tmc040922,TJ,TJ
tmcTJm0400a,73.449997,36.983334,73.416664,36.750000,loc12-tmc040922,loc19-tmc040922,TJ,TJ
tmcTJm0400a,73.416664,36.750000,73.433334,36.650002,loc19-tmc040922,loc20-tmc040922,TJ,TJ
tmcTJm0400a,71.348300,36.529400,71.666700,36.283300,Zebak,loc21-tmc040922,AF,PK
tmcTJm0400a,71.666700,36.283300,71.783300,35.850000,loc21-tmc040922,loc22-tmc040922,AF,PK
tmcTJm0400a,72.672800,37.051700,73.150000,37.366700,Langar,loc23-tmc040922,TJ,TJ
tmcTJm0400a,73.150000,37.366700,73.066700,37.466700,loc23-tmc040922,loc24-tmc040922,TJ,TJ
tmcTJm0400a,73.066700,37.466700,73.195800,37.678600,loc24-tmc040922,loc25-tmc040922,TJ,TJ
tmcTJm0400a,71.466700,37.550000,71.555800,37.491700,Barpandgia,Khorog,AF,TJ
tmcTJm0400a,71.555800,37.491700,72.073100,37.729400,Khorog,loc26-tmc040922,TJ,TJ
tmcTJm0400a,72.073100,37.729400,72.750000,37.483300,loc26-tmc040922,loc27-tmc040922,TJ,TJ
tmcTJm0400a,72.750000,37.483300,73.195800,37.678600,loc27-tmc040922,loc25-tmc040922,TJ,TJ
tmcTJm0400a,73.195800,37.678600,73.256900,37.744700,loc25-tmc040922,loc28-tmc040922,TJ,TJ
tmcTJm0400a,73.256900,37.744700,73.766700,37.866700,loc28-tmc040922,loc29-tmc040922,TJ,TJ
tmcTJm0400a,73.766700,37.866700,73.965000,38.168900,loc29-tmc040922,Murgab,TJ,TJ
tmcTJm0400a,73.965000,38.168900,74.801980,38.161290,Murgab,Kulma Pass,TJ,TJ
tmcTJm0400a,74.801980,38.161290,75.233330,37.783333,Kulma Pass,Tashkurgan,TJ,CN
tmcTJm0400a,69.766700,37.916700,70.439400,38.105800,Kulob,loc30-tmc040922,TJ,TJ
tmcTJm0400a,70.439400,38.105800,70.793900,38.466400,loc30-tmc040922,Kalaikhumb,TJ,TJ
tmcTJm0400a,69.962200,38.866900,70.483300,38.690300,Darband,Tavildara,TJ,TJ
tmcTJm0400a,70.483300,38.690300,70.793900,38.466400,Tavildara,Kalaikhumb,TJ,TJ
tmcTJm0400a,70.793900,38.466400,71.455300,38.373100,Kalaikhumb,Kalai Rohar,TJ,TJ
tmcTJm0400a,71.455300,38.373100,71.350000,38.200000,Kalai Rohar,Yazgul,TJ,TJ
tmcTJm0400a,71.350000,38.200000,71.557500,37.944200,Yazgul,Kalai Vomar,TJ,TJ
tmcTJm0400a,71.557500,37.944200,71.466700,37.550000,Kalai Vomar,Barpandgia,TJ,TJ
tmcTJm0400b,70.949997,40.500000,70.416700,40.283300,Kokand,Kanibadam,UZ,TJ
tmcTJm0400b,69.616669,40.283333,69.016670,39.916668,Khujand,Ura-Tyube,TJ,TJ
tmcTJm0400b,68.816700,39.783300,68.533300,39.383300,Shahristan,Aini,TJ,TJ
tmcTJm0400b,67.833336,40.099998,69.016670,39.916668,loc02-tmc040918,Ura-Tyube,TJ,UZ
tmcTJm0400b,68.533300,39.383300,68.833300,39.083300,Aini,loc03-tmc040918,TJ,UZ
tmcTJm0400b,68.833300,39.083300,68.773331,38.561111,loc03-tmc040918,Dushanbe,TJ,UZ
tmcTJm0400b,73.916664,39.683334,71.200000,39.216700,loc04-tmc040918,Jirgital,KG,TJ
tmcTJm0400b,69.962200,38.866900,69.019700,38.553100,Komsomolabad,Kafernihon,TJ,TJ
tmcTJm0400b,69.019700,38.553100,68.773331,38.561111,Kafernihon,Dushanbe,TJ,TJ
tmcTJm0400b,68.773331,38.561111,69.350000,38.383300,Dushanbe,Nurek,TJ,TJ
tmcTJm0400b,69.350000,38.383300,69.366700,37.816700,Nurek,Dangara,TJ,TJ
tmcTJm0400b,69.557800,37.777800,69.401700,37.492200,Hulbuk,Parkhar,TJ,AF
tmcTJm0400b,69.557800,37.777800,68.666700,37.583300,Hulbuk,loc06-tmc040918,TJ,TJ
tmcTJm0400b,68.133300,37.266700,67.683334,36.683334,Shaartuz,loc08-tmc040918,TJ,AF
tmcTJm0400b,67.683334,36.683334,66.900000,36.750000,loc08-tmc040918,Balkh,TJ,AF
tmcTJm0400b,75.233330,37.783333,73.965000,38.168900,Tashkurgan,Murgab,CN,TJ
tmcTJm0400b,73.965000,38.168900,72.750000,37.483300,Murgab,loc09-tmc040918,TJ,TJ
tmcTJm0400b,72.750000,37.483300,71.555800,37.491700,loc09-tmc040918,Khorog,TJ,TJ
tmcTJm0400b,75.233330,37.783333,73.449997,36.983334,Tashkurgan,loc10-tmc040918,CN,AF
tmcTJm0400b,72.672800,37.051700,72.622500,37.035800,Lyangar,Vakhan,TJ,TJ
tmcTJm0400b,72.622500,37.035800,71.611700,36.727200,Vakhan,Ishkashim,TJ,TJ
tmcTJm0400b,71.348300,36.529400,70.566666,37.099998,Zebok,Faizabad,AF,AF
tmcTJm0400b,70.566666,37.099998,68.866669,36.716667,Faizabad,Kunduz,AF,AF
tmcTJm0400b,68.866669,36.716667,67.683334,36.683334,Kunduz,Kholm,AF,AF
tmcKGa0100a,74.599998,42.900002,75.300003,42.866669,Bishkek,Tokmok,KG,KG
tmcKGa0100a,75.300003,42.866669,75.691111,42.785278,Tokmok,loc02-tmc040326,KG,KG
tmcKGa0100a,75.691111,42.785278,75.800003,42.950001,loc02-tmc040326,loc03-tmc040326,KG,KZ
tmcKGa0100a,75.800003,42.950001,76.616669,43.200001,loc03-tmc040326,loc04-tmc040326,KZ,KZ
tmcKGa0100a,75.691111,42.785278,75.800003,42.583332,loc02-tmc040326,loc05-tmc040326,KG,KG
tmcKGa0100a,75.800003,42.583332,76.199997,42.466667,loc05-tmc040326,loc06-tmc040326,KG,KG
tmcKGa0100a,76.199997,42.466667,75.754167,42.212778,loc06-tmc040326,loc30-tmc040326,KG,KG
tmcKGa0100a,75.966667,41.433334,75.263100,40.888500,Naryn,Tas-Rabat,KG,KG
tmcKGa0100a,75.754167,42.212778,75.966667,41.433334,loc30-tmc040326,Naryn;,KG,KG
tmcKGa0100a,75.263100,40.888500,75.400002,40.533333,Tas-Rabat,loc07-tmc040326,KG,KG/CN
tmcKGa0100a,75.400002,40.533333,76.033000,39.483000,loc07-tmc040326,Kashgar,KG/CN,CN
tmcKGa0100a,70.949997,40.500000,72.133331,40.266666,loc08-tmc040326,loc09-tmc040326,UZ,KG
tmcKGa0100a,72.133331,40.266666,72.800003,40.533333,loc09-tmc040326,Osh,KG,KG
tmcKGa0100a,72.800003,40.533333,73.433333,40.316667,Osh,loc10-tmc040326,KG,KG
tmcKGa0100a,73.433333,40.316667,73.250000,39.733334,loc10-tmc040326,loc11-tmc040326,KG,KG
tmcKGa0100a,73.250000,39.733334,73.916664,39.683334,loc11-tmc040326,loc12-tmc040326,KG,KG
tmcKGa0100a,73.916664,39.683334,76.033000,39.483000,loc12-tmc040326,Kashgar,KG,CN
