# owtrad_routes.csv — OWTRAD Silk Road route network (edge list)
# DO NOT HAND-EDIT. Regenerate: python3 data/scripts/fetch_owtrad_silk_road.py
# Generated: 2026-04-27T04:51:52Z
# Source: Ciolek, T.M. (2004+). OWTRAD Project. www.ciolek.com/owtrad.html
# Datasets attempted: tmcXMEm1400, tmcTRm1200a, tmcTRm1200b, tmcTRm1300, tmcIRa0100, tmcIRa0500, tmcZCAm0200, tmcZCAm0600, tmcZCAm0800, tmcZCAm1000, tmcZCAm1000a, tmcTMm1100, tmcTJm0400a, tmcTJm0400b, tmcKGa0100a, tmcKGa0100b, tmcKGa0100c, tmcKGa0100e, tmcZMEm1300, tmcINm1550, tmcCNm1000, tmcCNm0620, tmcCNm0680a, tmcCNm0680b, tmcCNm0680c, tmcCNm1500, tmcCNm1700, tmcCNm1850, tmcCNm1920, tmcKHm1200, tmcKGa0100d
# Licence: Open Publication License v1.0
# N = 1946 edges
dataset,lon1,lat1,lon2,lat2,node1,node2,country1,country2
tmcTRm1200a,41.780300,38.165300,42.109700,38.400800,loc72-tmc050521,Bitlis,TR,TR
tmcTRm1200a,43.361700,39.023900,42.867500,39.234700,frk16-tmc050521,loc80-tmc050521,TR,TR
tmcTRm1200a,42.867500,39.234700,42.537800,39.148900,loc80-tmc050521,loc81-tmc050521,TR,TR
tmcTRm1200a,42.537800,39.148900,41.702200,39.358300,loc81-tmc050521,loc82-tmc050521,TR,TR
tmcTRm1200a,41.702200,39.358300,41.683100,39.982200,loc82-tmc050521,frk17-tmc050521,TR,TR
tmcTRm1200a,41.683100,39.982200,41.283333,39.916668,frk17-tmc050521,Erzurum,TR,TR
tmcTRm1200a,41.283333,39.916668,40.700000,39.916700,Erzurum,frk18-tmc050521,TR,TR
tmcTRm1200a,40.700000,39.916700,40.263100,39.748600,frk18-tmc050521,loc83-tmc050521,TR,TR
tmcTRm1200a,40.263100,39.748600,40.183300,39.566700,loc83-tmc050521,loc84-tmc050521,TR,TR
tmcTRm1200a,40.183300,39.566700,39.492800,39.752200,loc84-tmc050521,Erzincan,TR,TR
tmcTRm1200a,40.700000,39.916700,40.227800,40.258900,frk18-tmc050521,Bayburt,TR,TR
tmcTRm1200a,40.227800,40.258900,39.481400,40.460300,Bayburt,Gumushane,TR,TR
tmcTRm1200a,39.481400,40.460300,39.291900,40.557200,Gumushane,loc85-tmc050521,TR,TR
tmcTRm1200a,39.291900,40.557200,39.716667,41.000000,loc85-tmc050521,Trabzon,TR,TR
tmcTRm1200a,39.716667,41.000000,40.521900,41.020800,Trabzon,Rize,TR,TR
tmcTRm1200a,40.521900,41.020800,40.884200,41.179200,Rize,loc86-tmc050521,TR,TR
tmcTRm1200a,40.884200,41.179200,41.633000,41.633000,loc86-tmc050521,loc87-tmc050521,TR,GE
tmcTRm1200a,41.633000,41.633000,41.683000,42.183000,Batumi,loc88-tmc050521,GE,GE
tmcTRm1200a,41.683100,39.982200,42.172800,40.045800,frk17-tmc050521,frk19-tmc050521,TR,TR
tmcTRm1200a,42.172800,40.045800,43.051400,39.719400,frk19-tmc050521,loc89-tmc050521,TR,TR
tmcTRm1200a,43.051400,39.719400,44.084200,39.546900,loc89-tmc050521,loc90-tmc050521,TR,TR
tmcTRm1200a,44.084200,39.546900,44.558600,39.286700,loc90-tmc050521,loc91-tmc050521,TR,IR
tmcTRm1200a,44.558600,39.286700,46.291943,38.080002,loc91-tmc050521,Tebriz,IR,IR
tmcTRm1200a,42.172800,40.045800,42.607200,40.171100,frk19-tmc050521,frk20-tmc050521,TR,TR
tmcTRm1200a,42.607200,40.171100,42.766700,40.050000,frk20-tmc050521,loc92-tmc050521,TR,TR
tmcTRm1200a,42.766700,40.050000,43.135300,40.158100,loc92-tmc050521,loc93-tmc050521,TR,TR
tmcTRm1200a,43.135300,40.158100,44.046400,39.918600,loc93-tmc050521,Igdir,TR,TR
tmcTRm1200a,42.607200,40.171100,42.573100,40.338100,frk20-tmc050521,loc94-tmc050521,TR,TR
tmcTRm1200a,42.573100,40.338100,43.097500,40.608100,loc94-tmc050521,Kars,TR,TR
tmcTRm1200a,43.097500,40.608100,43.847500,40.789400,Kars,loc95-tmc050521,TR,AM
tmcTRm1200a,44.046400,39.918600,44.084200,39.546900,Igdir,Dogubayazit,TR,TR
tmcTRm1200a,44.046400,39.918600,44.500000,40.183334,Igdir,Yerevan,TR,TR
tmcTRm1200b,39.713900,47.236400,44.585800,48.804700,Rostov na Donu,Volgograd,RU,RU
tmcTRm1200b,48.049168,46.349445,51.883331,47.116669,Astrakhan,Guryev,RU,KZ
tmcTRm1200b,44.585800,48.804700,51.883331,47.116669,Volgograd,Guryev,RU,KZ
tmcTRm1200b,41.033333,43.000000,41.683000,42.183000,loc64-tmc050518,loc37-tmc050518,RU,GE
tmcTRm1200b,41.633000,41.633000,39.716667,41.000000,loc01-tmc050518,loc51-tmc050518,GE,&R
tmcTRm1200b,51.883331,47.116669,61.666700,46.800000,Guryev,loc02-tmc050518,KZ,KZ
tmcTRm1200b,61.666700,46.800000,65.509171,44.852779,loc02-tmc050518,loc03-tmc050518,KZ,KZ
tmcTRm1200b,65.509171,44.852779,69.600000,42.300000,loc03-tmc050518,loc04-tmc050518,KZ,KZ
tmcTRm1200b,69.600000,42.300000,71.417000,42.833000,loc04-tmc050518,Talas,KZ,KZ
tmcTRm1200b,69.600000,42.300000,69.300000,41.333000,loc04-tmc050518,Tashkent,UZ,UZ
tmcTRm1200b,69.300000,41.333000,67.833336,40.099998,Tashkent,loc05-tmc050518,UZ,UZ
tmcTRm1200b,67.833336,40.099998,66.950000,39.667000,loc05-tmc050518,loc06-tmc050518,UZ,UZ
tmcTRm1200b,66.950000,39.667000,64.416664,39.799999,loc06-tmc050518,loc07-tmc050518,UZ,UZ
tmcTRm1200b,64.416664,39.799999,62.166668,37.616669,loc07-tmc050518,Merv,UZ,TM
tmcTRm1200b,64.416664,39.799999,59.483334,42.833332,loc07-tmc050518,loc08-tmc050518,UZ,UZ
tmcTRm1200b,59.483334,42.833332,55.200000,45.316700,loc08-tmc050518,loc09-tmc050518,UZ,KZ
tmcTRm1200b,55.200000,45.316700,51.883331,47.116669,loc09-tmc050518,Guryev,KZ,KZ
tmcTRm1200b,67.833336,40.099998,68.773331,38.561111,loc05-tmc050518,Dushanbe,UZ,TJ
tmcTRm1200b,68.773331,38.561111,70.379444,39.024167,Dushanbe,loc18-tmc050518,TJ,TJ
tmcTRm1200b,70.379444,39.024167,76.033000,39.483000,loc18-tmc050518,Kashgar,TJ,CN
tmcTRm1200b,76.033000,39.483000,74.599998,42.900002,Kashgar,loc32-tmc050518,CN,KG
tmcTRm1200b,76.033000,39.483000,79.916600,37.116600,Kashgar,loc22-tmc050518,CN,CN
tmcTRm1200b,79.916600,37.116600,94.683334,40.166668,loc22-tmc050518,Tungwung,CN,CN
tmcTRm1200b,94.683334,40.166668,95.800003,40.500000,Tungwung,frk01-tmc050518,CN,CN
tmcTRm1200b,95.800003,40.500000,93.449997,42.799999,frk01-tmc050518,Hami,CN,CN
tmcTRm1200b,93.449997,42.799999,87.583336,43.799999,Hami,Urumchi,CN,CN
tmcTRm1200b,87.583336,43.799999,80.016670,44.166668,Urumchi,loc19-tmc050518,CN,CN
tmcTRm1200b,80.016670,44.166668,76.949997,43.250000,loc19-tmc050518,Alma-Ata,CN,KZ
tmcTRm1200b,76.949997,43.250000,74.599998,42.900002,Alma-Ata,loc32-tmc050518,KZ,KG
tmcTRm1200b,74.599998,42.900002,71.417000,42.833000,loc32-tmc050518,Talas,KG,KZ
tmcTRm1200b,80.016670,44.166668,96.300000,46.333300,loc19-tmc050518,loc34-tmc050518,CN,MN
tmcTRm1200b,96.300000,46.333300,106.916656,47.916668,loc34-tmc050518,Ulan Bator,MN,MN
tmcTRm1200b,106.916656,47.916668,116.389168,39.912777,Ulan Bator,Pexin,MN,CN
tmcTRm1200b,116.389168,39.912777,117.176700,39.142200,Pexin,loc28-tmc050518,CN,CN
tmcTRm1200b,116.389168,39.912777,111.652222,40.810555,Pexin,loc29-tmc050518,CN,CN
tmcTRm1200b,111.652222,40.810555,93.449997,42.799999,loc29-tmc050518,Hami,CN,CN
tmcTRm1200b,111.652222,40.810555,103.792221,36.056389,loc29-tmc050518,Lanzhou,CN,CN
tmcTRm1200b,80.016670,44.166668,81.349998,43.900002,loc19-tmc050518,Kuldja,CN,CN
tmcTRm1200b,81.349998,43.900002,83.300003,43.400002,Kuldja,loc20-tmc050518,CN,CN
tmcTRm1200b,83.300003,43.400002,89.100000,42.917000,loc20-tmc050518,loc21-tmc050518,CN,CN
tmcTRm1200b,89.100000,42.917000,93.449997,42.799999,loc21-tmc050518,Hami,CN,CN
tmcTRm1200b,95.800003,40.500000,103.792221,36.056389,frk01-tmc050518,Lanzhou,CN,CN
tmcTRm1200b,103.792221,36.056389,108.935547,34.260277,Lanzhou,Sian,CN,CN
tmcTRm1200b,108.935547,34.260277,120.371900,36.098600,Sian,Cingtao,CN,CN
tmcTRm1200b,108.935547,34.260277,114.266700,30.583300,Sian,frk02-tmc050518,CN,CN
tmcTRm1200b,114.266700,30.583300,120.168900,30.255300,frk02-tmc050518,Hangcou,CN,CN
tmcTRm1200b,114.266700,30.583300,119.306100,26.061400,frk02-tmc050518,Fucu,CN,CN
tmcTRm1200b,37.166668,36.200001,38.548100,35.836700,loc10-tmc050518,loc11-tmc050518,SY,SY
tmcTRm1200b,38.548100,35.836700,39.016700,35.950000,loc11-tmc050518,loc12-tmc050518,SY,SY
tmcTRm1200b,39.016700,35.950000,40.150002,35.333332,loc12-tmc050518,loc13-tmc050518,SY,SY
tmcTRm1200b,40.150002,35.333332,40.918600,34.450000,loc13-tmc050518,loc14-tmc050518,SY,SY
tmcTRm1200b,40.918600,34.450000,43.302500,33.423900,loc14-tmc050518,loc15-tmc050518,SY,IQ
tmcTRm1200b,43.302500,33.423900,44.393890,33.338612,loc15-tmc050518,Baghdad,IQ,IQ
tmcTRm1200b,41.183000,37.083000,43.133331,36.333332,loc31-tmc050518,loc16-tmc050518,TR,IQ
tmcTRm1200b,43.133331,36.333332,43.875800,34.195800,loc16-tmc050518,loc17-tmc050518,IQ,IQ
tmcTRm1200b,43.875800,34.195800,44.393890,33.338612,loc17-tmc050518,Baghdad,IQ,IQ
tmcTRm1200b,44.393890,33.338612,47.819168,30.494167,Baghdad,loc30-tmc050518,IQ,IQ
tmcTRm1200b,44.393890,33.338612,48.583000,34.767000,Baghdad,Hamadan,IQ,IR
tmcTRm1200b,48.583000,34.767000,56.261944,27.218611,Hamadan,Bandar Abbas,IR,IR
tmcTRm1200b,48.583000,34.767000,46.291943,38.080002,Hamadan,Tabriz,IR,IR
tmcTRm1200b,46.291943,38.080002,51.424400,35.671900,Tabriz,Tehran,IR,IR
tmcTRm1200b,49.893333,40.371113,53.115000,39.444700,Baku,loc24-tmc050518,AZ,TM
tmcTRm1200b,53.115000,39.444700,58.383331,37.950001,loc24-tmc050518,Ashkabad,TM,TM
tmcTRm1200b,58.383331,37.950001,62.166668,37.616669,Ashkabad,Merv,TM,TM
tmcTRm1200b,62.166668,37.616669,59.598610,36.305000,Merv,loc25-tmc050518,TM,IR
tmcTRm1200b,59.598610,36.305000,54.349167,36.171112,loc25-tmc050518,Damghan,IR,IR
tmcTRm1200b,62.166668,37.616669,62.200000,34.333000,Merv,Herat,TM,AF
tmcTRm1200b,62.200000,34.333000,68.773331,38.561111,Herat,Dushanbe,AF,TJ
tmcTRm1200b,62.200000,34.333000,54.349167,36.171112,Herat,Damghan,AF,IR
tmcTRm1200b,54.349167,36.171112,51.424400,35.671900,Damghan,Tehran,IR,IR
tmcTRm1200b,51.424400,35.671900,51.911900,35.738900,Tehran,loc27-tmc050518,IR,IR
tmcTRm1200b,51.911900,35.738900,52.645600,36.700800,loc27-tmc050518,loc26-tmc050518,IR,IR
tmcTRm1200b,52.645600,36.700800,48.049168,46.349445,loc26-tmc050518,Astrakhan,IR,RU
tmcTRm1200b,27.150000,38.416668,26.306400,38.322800,loc35-tmc050518,loc36-tmc050518,TR,TR
tmcTRm1200b,26.306400,38.322800,24.981200,37.687700,loc36-tmc050518,sealoc13-tmc050503,TR,GR
tmcTRm1200b,24.981200,37.687700,24.388500,37.487100,sealoc13-tmc050503,sealoc12-tmc050503,GR,GR
tmcTRm1200b,24.388500,37.487100,23.223800,36.417200,sealoc12-tmc050503,sealoc11-tmc050503,GR,GR
tmcTRm1200b,28.966667,41.016666,29.917000,40.783000,loc39-tmc050518,loc40-tmc050518,TR,TR
tmcTRm1200b,29.917000,40.783000,32.020300,40.760600,loc40-tmc050518,loc41-tmc050518,TR,TR
tmcTRm1200b,32.020300,40.760600,32.866669,39.933334,loc41-tmc050518,Ankara,TR,TR
tmcTRm1200b,32.866669,39.933334,32.516666,37.866669,Ankara,loc42-tmc050518,TR,TR
tmcTRm1200b,32.516666,37.866669,30.700000,36.883300,loc42-tmc050518,loc43-tmc050518,TR,TR
tmcTRm1200b,30.700000,36.883300,27.150000,38.416668,loc43-tmc050518,loc35-tmc050518,TR,TR
tmcTRm1200b,27.150000,38.416668,26.400000,40.150002,loc35-tmc050518,loc44-tmc050518,TR,TR
tmcTRm1200b,26.400000,40.150002,26.666668,40.400002,loc44-tmc050518,loc45-tmc050518,TR,TR
tmcTRm1200b,32.516666,37.866669,35.500000,38.716667,loc42-tmc050518,loc47-tmc050518,TR,TR
tmcTRm1200b,35.500000,38.716667,37.033333,39.750000,loc47-tmc050518,loc48-tmc050518,TR,TR
tmcTRm1200b,37.033333,39.750000,39.492800,39.752200,loc48-tmc050518,loc49-tmc050518,TR,TR
tmcTRm1200b,39.492800,39.752200,40.700000,39.916700,loc49-tmc050518,loc50-tmc050518,TR,TR
tmcTRm1200b,40.700000,39.916700,39.716667,41.000000,loc50-tmc050518,loc51-tmc050518,TR,TR
tmcTRm1200b,41.283333,39.916668,43.097500,40.608100,loc52-tmc050518,loc53-tmc050518,TR,TR
tmcTRm1200b,43.847500,40.789400,44.784443,41.717777,loc54-tmc050518,loc23-tmc050518,TR,AM
tmcTRm1200b,44.784443,41.717777,47.150000,40.617200,loc23-tmc050518,frk03-tmc050518,GE,AZ
tmcTRm1200b,47.150000,40.617200,49.893333,40.371113,frk03-tmc050518,Baku,AZ,AZ
tmcTRm1200b,41.283333,39.916668,42.172800,40.045800,loc52-tmc050518,loc55-tmc050518,TR,TR
tmcTRm1200b,42.172800,40.045800,44.084200,39.546900,loc55-tmc050518,loc56-tmc050518,TR,TR
tmcTRm1200b,36.391100,38.721700,36.931700,37.587500,loc60-tmc050518,loc59-tmc050518,TR,TR
tmcTRm1200b,36.931700,37.587500,40.210600,37.918900,loc59-tmc050518,loc58-tmc050518,TR,TR
tmcTRm1200b,40.210600,37.918900,41.183000,37.083000,loc58-tmc050518,loc31-tmc050518,TR,TR
tmcTRm1200b,40.210600,37.918900,46.291943,38.080002,loc58-tmc050518,Tabriz,TR,IR
tmcTRm1200b,36.931700,37.587500,37.166668,36.200001,loc59-tmc050518,loc10-tmc050518,TR,SY
tmcTRm1200b,36.116669,36.233334,35.933334,36.116669,loc61-tmc050518,loc65-tmc050518,TR,TR
tmcTRm1200b,46.291943,38.080002,47.150000,40.617200,Tabriz,frk03-tmc050518,IR,AZ
tmcTRm1200b,39.713900,47.236400,42.463300,47.148300,Rostov-na-Donu,xrd01-tmc050518,RU,RU
tmcTRm1200b,44.585800,48.804700,42.463300,47.148300,Volgograd,xrd01-tmc050518,RU,RU
tmcTRm1200b,42.463300,47.148300,44.255800,46.307800,xrd01-tmc050518,loc62-tmc050518,RU,RU
tmcTRm1200b,44.255800,46.307800,48.049168,46.349445,loc62-tmc050518,Astrakhan,RU,RU
tmcTRm1200b,42.463300,47.148300,41.542800,46.472500,xrd01-tmc050518,loc63-tmc050518,RU,RU
tmcTRm1200b,41.542800,46.472500,39.730300,43.600000,loc63-tmc050518,loc33-tmc050518,RU,RU
tmcTRm1200b,39.730300,43.600000,41.033333,43.000000,loc33-tmc050518,loc64-tmc050518,RU,RU
tmcTRm1300,19.050000,47.500000,18.683100,45.993100,Buda,Mohacs,HU,HU
tmcTRm1300,18.683100,45.993100,18.693900,45.551100,Mohacs,Essek,HU,HR
tmcTRm1300,18.693900,45.551100,20.500000,44.833332,Essek,Belgrade,HR,CS
tmcTRm1300,20.500000,44.833332,21.900000,43.316666,Belgrade,Nish,CS,CS
tmcTRm1300,21.900000,43.316666,23.316668,42.683334,Nish,Sofia,CS,BG
tmcTRm1300,23.316668,42.683334,24.333300,42.200000,Sofia,Tatar-Pazarjik,BG,BG
tmcTRm1300,24.333300,42.200000,24.750000,42.150002,Tatar-Pazarjik,Filibe,BG,BG
tmcTRm1300,24.750000,42.150002,26.566668,41.666668,Filibe,Edirne,BG,TR
tmcTRm1300,24.333300,42.200000,22.691100,42.283900,Tatar-Pazarjik,Kustendil,BG,BG
tmcTRm1300,22.691100,42.283900,21.467000,42.000000,Kustendil,Skopje,BG,MK
tmcTRm1300,21.467000,42.000000,21.166700,42.666700,Skopje,Prishtina,MK,CS
tmcTRm1300,21.166700,42.666700,18.383000,43.850000,Prishtina,Sarajevo,CS,BA
tmcTRm1300,17.808100,43.343300,18.088612,42.650555,Mostar,Dubrovnik,BA,HR
tmcTRm1300,26.566668,41.666668,27.800000,41.159200,Edirne,Corlu,TR,TR
tmcTRm1300,27.800000,41.159200,28.966667,41.016666,Corlu,Istanbul,TR,TR
tmcTRm1300,28.466700,45.266700,28.716700,44.900000,Isaccea,Babadag,RO,RO
tmcTRm1300,28.716700,44.900000,28.400000,44.216700,Babadag,loc04-tmc050503,RO,RO
tmcTRm1300,28.400000,44.216700,27.433300,43.183300,loc04-tmc050503,frk04-tmc050503,RO,BG
tmcTRm1300,27.433300,43.183300,27.250000,42.700000,frk04-tmc050503,Aydos,BG,BG
tmcTRm1300,27.250000,42.700000,26.566668,41.666668,Aydos,Edirne,BG,TR
tmcTRm1300,26.566668,41.666668,26.881900,40.603100,Edirne,loc07-tmc050503,TR,TR
tmcTRm1300,26.881900,40.603100,26.666668,40.400002,loc07-tmc050503,Gallipoli,TR,TR
tmcTRm1300,26.566668,41.666668,26.299400,41.191900,Edirne,loc05-tmc050503,TR,GR
tmcTRm1300,26.170000,40.895600,23.549700,41.085600,loc06-tmc050503,Serres,GR,GR
tmcTRm1300,23.549700,41.085600,22.933000,40.633000,Serres,Salonika,GR,GR
tmcTRm1300,22.933000,40.633000,22.540000,40.501400,Salonika,frk01-tmc050503,GR,GR
tmcTRm1300,22.540000,40.501400,21.786400,40.301100,frk01-tmc050503,frk02-tmc050503,GR,GR
tmcTRm1300,21.786400,40.301100,21.333332,41.033333,frk02-tmc050503,Monastir,GR,MK
tmcTRm1300,21.333332,41.033333,20.799999,41.116669,Monastir,Ohrida,MK,MK
tmcTRm1300,22.733300,37.633300,22.917000,37.933000,Argos,Corinth,GR,GR
tmcTRm1300,22.917000,37.933000,23.733334,37.983334,Corinth,Athens,GR,GR
tmcTRm1300,23.733334,37.983334,22.433300,38.900000,Athens,loc08-tmc050503,GR,GR
tmcTRm1300,22.433300,38.900000,22.420300,39.637200,loc08-tmc050503,Yenisehir,GR,GR
tmcTRm1300,22.420300,39.637200,22.540000,40.501400,Yenisehir,frk01-tmc050503,GR,GR
tmcTRm1300,20.750000,38.950000,20.850800,39.667500,Prevesa,Joannina,GR,GR
tmcTRm1300,20.850800,39.667500,20.623900,39.887800,Joannina,frk03-tmc050503,GR,GR
tmcTRm1300,20.623900,39.887800,21.786400,40.301100,frk03-tmc050503,frk02-tmc050503,GR,GR
tmcTRm1300,20.623900,39.887800,20.138900,40.075800,frk03-tmc050503,Ergiri,GR,AL
tmcTRm1300,20.138900,40.075800,19.489700,40.466700,Ergiri,Avlonya,AL,AL
tmcTRm1300,20.799999,41.116669,20.527500,41.525000,Ohrida,Dibra,MK,MK
tmcTRm1300,20.527500,41.525000,19.513100,42.067500,Dibra,Scutari,MK,AL
tmcTRm1300,19.513100,42.067500,20.739700,42.213900,Scutari,Prizren,AL,CS
tmcTRm1300,20.739700,42.213900,21.467000,42.000000,Prizren,Skopje,CS,MK
tmcTRm1300,21.467000,42.000000,20.527500,41.525000,Skopje,Dibra,MK,MK
tmcTRm1300,27.433300,43.183300,27.283000,44.100000,frk04-tmc050503,Silistra,BG,BG
tmcTRm1300,27.283000,44.100000,26.633300,44.083300,Silistra,Oltenita,BG,RO
tmcTRm1300,26.633300,44.083300,26.100000,44.433300,Oltenita,Bucharest,RO,RO
tmcTRm1300,26.100000,44.433300,25.450000,44.933300,Bucharest,Tergovishte,RO,RO
tmcTRm1300,25.450000,44.933300,25.583300,45.633300,Tergovishte,Brashov,RO,RO
tmcTRm1300,25.583300,45.633300,24.150000,45.800000,Brashov,Sibiu,RO,RO
tmcTRm1300,24.000000,49.833332,25.040277,48.530556,Lwow,loc01-tmc050503,UA,UA
tmcTRm1300,25.933332,48.299999,26.300000,47.617000,loc02-tmc050503,Suceava,UA,RO
tmcTRm1300,26.300000,47.617000,27.600000,47.166668,Suceava,Jassy,RO,RO
tmcTRm1300,27.783300,47.133300,28.593600,46.825800,loc03-tmc050503,frk05-tmc050503,RO,MD
tmcTRm1300,28.593600,46.825800,28.466700,45.266700,frk05-tmc050503,Isaccea,MD,RO
tmcTRm1300,28.593600,46.825800,30.350000,46.200001,frk05-tmc050503,Akkerman,MD,UA
tmcTRm1300,30.350000,46.200001,29.266700,45.450000,Akkerman,Kilia,UA,UA
tmcTRm1300,29.266700,45.450000,28.466700,45.266700,Kilia,Isaccea,UA,RO
tmcTRm1300,30.350000,46.200001,32.000000,46.966700,Akkerman,loc11-tmc050503,UA,UA
tmcTRm1300,32.599998,46.633331,33.700001,46.166668,Ozu,Or-kapi,UA,UA
tmcTRm1300,33.700001,46.166668,33.866700,44.750000,Or-kapi,Bahcesaray,UA,UA
tmcTRm1300,33.866700,44.750000,35.383331,45.033333,Bahcesaray,Caffa,UA,UA
tmcTRm1300,33.700001,46.166668,37.550000,47.100000,Or-kapi,loc16-tmc050503,UA,UA
tmcTRm1300,39.413612,47.110001,48.049168,46.349445,Azov,loc09-tmc050503,RU,RU
tmcTRm1300,25.040277,48.530556,25.933332,48.299999,loc01-tmc050503,loc02-tmc050503,UA,UA
tmcTRm1300,26.299400,41.191900,26.170000,40.895600,loc05-tmc050503,loc06-tmc050503,GR,GR
tmcTRm1300,27.600000,47.166668,27.783300,47.133300,Jassy,loc03-tmc050503,RO,RO
tmcTRm1300,18.693900,45.551100,18.233300,46.083300,Essek,Pecs,HR,HU
tmcTRm1300,18.233300,46.083300,16.971700,46.514200,Pecs,Kanizsa,HU,HU
tmcTRm1300,26.566668,41.666668,25.655600,43.085800,Edirne,Trnovo,TR,BG
tmcTRm1300,25.655600,43.085800,25.966700,43.883300,Trnovo,Giurgiu,BG,RO
tmcTRm1300,25.966700,43.883300,25.450000,44.933300,Giurgiu,Tergovishte,RO,RO
tmcTRm1300,25.583300,45.633300,23.600000,46.766700,Brashov,Koloszvar,RO,RO
tmcTRm1300,23.600000,46.766700,22.883300,47.800000,Koloszvar,loc10-tmc050503,RO,RO
tmcTRm1300,18.383000,43.850000,17.808100,43.343300,Sarajevo,Mostar,BA,BA
tmcTRm1300,18.383000,43.850000,16.467000,43.517000,Sarajevo,Split,BA,HR
tmcTRm1300,20.799999,41.116669,20.083332,41.099998,Ohrida,Elbasan,MK,AL
tmcTRm1300,20.083332,41.099998,19.433332,41.316666,Elbasan,Durazzo,AL,AL
tmcTRm1300,19.489700,40.466700,20.799999,41.116669,Avlonya,Ohrida,AL,MK
tmcTRm1300,32.000000,46.966700,32.599998,46.633331,loc11-tmc050503,Ozu,UA,UA
tmcTRm1300,29.917000,40.783000,31.606100,40.735800,Izmit,Bolu,TR,TR
tmcTRm1300,31.606100,40.735800,34.466700,41.083300,Bolu,frk06-tmc050503,TR,TR
tmcTRm1300,34.466700,41.083300,34.798100,40.971400,frk06-tmc050503,Osmancik,TR,TR
tmcTRm1300,34.798100,40.971400,35.833100,40.653300,Osmancik,Amasya,TR,TR
tmcTRm1300,35.833100,40.653300,36.554400,40.313900,Amasya,Tokat,TR,TR
tmcTRm1300,36.554400,40.313900,39.492800,39.752200,Tokat,Erzincan,TR,TR
tmcTRm1300,39.492800,39.752200,41.283333,39.916668,Erzincan,Erzurum,TR,TR
tmcTRm1300,41.283333,39.916668,46.291943,38.080002,Erzurum,Tabriz,TR,IR
tmcTRm1300,26.666668,40.400002,26.685600,40.344200,Gallipoli,loc12-tmc050503,TR,TR
tmcTRm1300,26.685600,40.344200,29.067000,40.200000,loc12-tmc050503,Bursa,TR,TR
tmcTRm1300,29.067000,40.200000,27.426100,38.613100,Bursa,Manisa,TR,TR
tmcTRm1300,30.533300,39.766700,32.866669,39.933334,Eskisehir,Ankara,TR,TR
tmcTRm1300,32.866669,39.933334,36.554400,40.313900,Ankara,Tokat,TR,TR
tmcTRm1300,29.067000,40.200000,29.983300,39.424200,Bursa,Kutahya,TR,TR
tmcTRm1300,33.215000,37.181100,35.328900,37.016700,Karaman,Adana,TR,TR
tmcTRm1300,35.328900,37.016700,36.202200,36.953900,Adana,loc13-tmc050503,TR,TR
tmcTRm1300,36.202200,36.953900,36.165000,36.581700,loc13-tmc050503,Iskenderun,TR,TR
tmcTRm1300,36.165000,36.581700,37.166668,36.200001,Iskenderun,Aleppo,TR,SY
tmcTRm1300,37.166668,36.200001,36.299999,33.500000,Aleppo,Damascus,SY,SY
tmcTRm1300,36.299999,33.500000,35.933000,31.950000,Damascus,loc14-tmc050503,SY,JO
tmcTRm1300,37.166668,36.200001,37.966667,37.033333,Aleppo,Birecik,SY,TR
tmcTRm1300,38.766666,37.133331,40.210600,37.918900,Urfa,Diyarbekir,TR,TR
tmcTRm1300,37.166668,36.200001,35.850000,34.433300,Aleppo,Tripoli,SY,LB
tmcTRm1300,35.850000,34.433300,36.299999,33.500000,Tripoli,Damascus,LB,SY
tmcTRm1300,35.509724,33.871944,36.299999,33.500000,Beirut,Damascus,LB,SY
tmcTRm1300,35.368889,33.563057,36.299999,33.500000,Sayda,Damascus,LB,SY
tmcTRm1300,38.548100,35.836700,44.393890,33.338612,loc15-tmc050503,Baghdad,SY,IQ
tmcTRm1300,29.067000,40.200000,27.886100,39.649200,Bursa,Balikesir,TR,TR
tmcTRm1300,27.886100,39.649200,26.756700,38.670600,Balikesir,Phocaea,TR,TR
tmcTRm1300,29.983300,39.424200,30.552200,37.764400,Kutahya,Isparta,TR,TR
tmcTRm1300,30.552200,37.764400,30.700000,36.883300,Isparta,Antalya,TR,TR
tmcTRm1300,35.150002,42.016666,33.771100,41.372200,Sinop,Kastamonu,TR,TR
tmcTRm1300,33.771100,41.372200,34.466700,41.083300,Kastamonu,frk06-tmc050503,TR,TR
tmcTRm1300,35.500000,38.716667,35.328900,37.016700,Kayseri,Adana,TR,TR
tmcTRm1300,39.716667,41.000000,41.283333,39.916668,Trebizond,Erzurum,TR,TR
tmcTRm1300,37.550000,47.100000,39.413612,47.110001,loc16-tmc050503,Azov,UA,RU
tmcTRm1300,13.500000,43.633331,18.088612,42.650555,Ancona,Dubrovnik,IT,HR
tmcTRm1300,18.088612,42.650555,19.433332,41.316666,Dubrovnik,Durazzo,HR,AL
tmcTRm1300,19.433332,41.316666,19.240730,40.630750,Durazzo,sealoc04-tmc050503,AL,AL
tmcTRm1300,18.500000,40.150000,19.215800,40.432900,Otranto,sealoc05-tmc050503,IT,AL
tmcTRm1300,12.326667,45.438610,14.991800,44.095700,Venice,sealoc01-tmc050503,IT,HR
tmcTRm1300,14.991800,44.095700,15.987900,43.376600,sealoc01-tmc050503,sealoc02-tmc050503,HR,HR
